ID	GSM1176196_1105A-08_EC_48_Affy.CEL.gz	GSM1176197_1105A-08_EC_15.CEL.gz	GSM1176198_1205A-07_EC-09_AffyHyb.CEL.gz	GSM1176199_1205A-07_EC-24_AffyHyb.CEL.gz	GSM1176200_1205A-07-EC-36_AffyHyb.CEL.gz	GSM1176201_1205A-07_EC-06_AffyHyb.CEL.gz	GSM1176202_1105A-08_EC_75_Affy.CEL.gz	GSM1176203_1105A-08_EC_11.CEL.gz	GSM1176204_1205A-07-EC-69_AffyHyb.CEL.gz	GSM1176205_1105A-08_EC_51.CEL.gz	GSM1176206_1105A-08_EC_74.CEL.gz	GSM1176207_1105A-08_EC_92_Affy.CEL.gz	GSM1176208_1205A-07_EC-19_AffyHyb.CEL.gz	GSM1176209_0606A-05_EC_05_AffyHyb.CEL.gz	GSM1176210_0606A-05_EC_90_AffyHyb.CEL.gz	GSM1176211_1105A-08_HC-20_Affy_2.CEL.gz	GSM1176212_1105A-08_HC_37.CEL.gz	GSM1176213_1205A-07_HC-48_AffyHyb.CEL.gz	GSM1176214_1205A-07-HC-16_AffyHyb.CEL.gz	GSM1176215_1105A-08_HC_15.CEL.gz	GSM1176216_1105A-08_HC_24.CEL.gz	GSM1176217_0606A-05_HC_23_AffyHyb.CEL.gz	GSM1176218_0606A-05_HC_36_AffyHyb.CEL.gz	GSM1176219_1105A-08_HC-75_Affy.CEL.gz	GSM1176220_1105A-08_HC-11_Affy.CEL.gz	GSM1176221_1105A-08_HC_33_Affy.CEL.gz	GSM1176222_1105A-08_HC-69_Affy.CEL.gz	GSM1176223_0606A-05_HC_07_AffyHyb.CEL.gz	GSM1176224_1205A-07_HC-43_AffyHyb.CEL.gz	GSM1176225_1105A-08_HC-51_Affy.CEL.gz	GSM1176226_1105A-08_HC_92_Affy.CEL.gz	GSM1176227_1205A-07_HC-19_AffyHyb.CEL.gz	GSM1176228_0606A-05_HC_05_AffyHyb.CEL.gz	GSM1176229_1205A-07-HC-90_AffyHyb.CEL.gz	GSM1176230_0606A-05_PCG_20_AffyHyb.CEL.gz	GSM1176231_1205A-07_PCG-37_AffyHyb.CEL.gz	GSM1176232_1105A-08_PCG_48_Affy.CEL.gz	GSM1176233_1105A-08_PCG_15_Affy.CEL.gz	GSM1176234_1105A-08_PCG_13_Affy.CEL.gz	GSM1176235_0606A-05_PCG_09_AffyHyb.CEL.gz	GSM1176236_0306A-02_PCG-24_AffyHyb.CEL.gz	GSM1176237_0606A-05_PCG_57_AffyHyb.CEL.gz	GSM1176238_1205A-07_PCG-23_AffyHyb.CEL.gz	GSM1176239_1105A-08_PCG_36.CEL.gz	GSM1176240_1205A-07_PCG-06_AffyHyb.CEL.gz	GSM1176241_1205A-07_PCG-75_AffyHyb.CEL.gz	GSM1176242_1105A-08_PCG_11_Affy.CEL.gz	GSM1176243_1205A-07_PCG-70_AffyHyb.CEL.gz	GSM1176244_1205A-07_PCG-64_AffyHyb.CEL.gz	GSM1176245_1105A-08_PCG_33_Affy.CEL.gz	GSM1176246_1205A-07_PCG-69_AffyHyb.CEL.gz	GSM1176247_1205A-07_PCG-07_AffyHyb.CEL.gz	GSM1176248_1105A-08_PCG_51_Affy.CEL.gz	GSM1176249_1205A-07_PCG-74_AffyHyb.CEL.gz	GSM1176250_1205A-07_PCG-92_AffyHyb.CEL.gz	GSM1176251_0606A-05_PCG_19_AffyHyb.CEL.gz	GSM1176252_1105A-08_PCG-44_Affy.CEL.gz	GSM1176253_0306A-02_PCG-05_AffyHyb.CEL.gz	GSM1176254_1205A-07_PCG-90_AffyHyb.CEL.gz	GSM1176255_1205A-07_SG-37_AffyHyb.CEL.gz	GSM1176256_1105A-08_SG-48_Affy.CEL.gz	GSM1176257_0306A-02_SG-15_AffyHyb.CEL.gz	GSM1176258_1005A02_SG-9_AffyHyb.CEL.gz	GSM1176259_0306A-02_SG-24_AffyHyb.CEL.gz	GSM1176260_0606A-05_SG_57_AffyHyb.CEL.gz	GSM1176261_0606A-05_SG_91_AffyHyb.CEL.gz	GSM1176262_1205A-07_SG-23_AffyHyb.CEL.gz	GSM1176263_1005A02_SG-36_AffyHyb.CEL.gz	GSM1176264_1005A02_SG-6_AffyHyb.CEL.gz	GSM1176265_1105A02_SG-75_AffyHyb.CEL.gz	GSM1176266_1105A02_SG-11_AffyHyb.CEL.gz	GSM1176267_1105A02_SG-70_AffyHyb.CEL.gz	GSM1176268_1205A-07_SG-64_AffyHyb.CEL.gz	GSM1176269_1005A02_SG-33_AffyHyb.CEL.gz	GSM1176270_1105A-08_SG-51_Affy.CEL.gz	GSM1176271_1105A02_SG-74_AffyHyb.CEL.gz	GSM1176272_0306A-02_SG-92_AffyHyb.CEL.gz	GSM1176273_1105A02_SG-44_AffyHyb.CEL.gz	GSM1176274_0806A-04_SG_05_03_Affy.CEL.gz	GSM1176275_1105A02_SG-90_AffyHyb.CEL.gz	GSM107523.cel.gz	GSM107525.cel.gz	GSM107527.cel.gz	GSM107529.cel.gz	GSM107531.cel.gz	GSM107533.cel.gz	GSM107535.cel.gz	GSM107537.cel.gz	GSM107539.cel.gz	GSM107541.cel.gz	GSM238763.CEL.gz	GSM238790.CEL.gz	GSM238791.CEL.gz	GSM238792.CEL.gz	GSM238793.CEL.gz	GSM238794.CEL.gz	GSM238795.CEL.gz	GSM238796.CEL.gz	GSM238797.CEL.gz	GSM238798.CEL.gz	GSM238799.CEL.gz	GSM238800.CEL.gz	GSM238801.CEL.gz	GSM238802.CEL.gz	GSM238803.CEL.gz	GSM238804.CEL.gz	GSM238805.CEL.gz	GSM238806.CEL.gz	GSM238807.CEL.gz	GSM238808.CEL.gz	GSM238809.CEL.gz	GSM238810.CEL.gz	GSM238811.CEL.gz	GSM238812.CEL.gz	GSM238813.CEL.gz	GSM238815.CEL.gz	GSM238816.CEL.gz	GSM238817.CEL.gz	GSM238818.CEL.gz	GSM238819.CEL.gz	GSM238820.CEL.gz	GSM238821.CEL.gz	GSM238822.CEL.gz	GSM238823.CEL.gz	GSM238824.CEL.gz	GSM238825.CEL.gz	GSM238826.CEL.gz	GSM238827.CEL.gz	GSM238834.CEL.gz	GSM238835.CEL.gz	GSM238837.CEL.gz	GSM238838.CEL.gz	GSM238839.CEL.gz	GSM238840.CEL.gz	GSM238841.CEL.gz	GSM238842.CEL.gz	GSM238843.CEL.gz	GSM238844.CEL.gz	GSM238845.CEL.gz	GSM238846.CEL.gz	GSM238847.CEL.gz	GSM238848.CEL.gz	GSM238851.CEL.gz	GSM238854.CEL.gz	GSM238855.CEL.gz	GSM238856.CEL.gz	GSM238857.CEL.gz	GSM238858.CEL.gz	GSM238860.CEL.gz	GSM238861.CEL.gz	GSM238862.CEL.gz	GSM238863.CEL.gz	GSM238864.CEL.gz	GSM238865.CEL.gz	GSM238867.CEL.gz	GSM238868.CEL.gz	GSM238870.CEL.gz	GSM238871.CEL.gz	GSM238872.CEL.gz	GSM238873.CEL.gz	GSM238874.CEL.gz	GSM238875.CEL.gz	GSM238877.CEL.gz	GSM238941.CEL.gz	GSM238942.CEL.gz	GSM238943.CEL.gz	GSM238944.CEL.gz	GSM238945.CEL.gz	GSM238946.CEL.gz	GSM238947.CEL.gz	GSM238948.CEL.gz	GSM238949.CEL.gz	GSM238951.CEL.gz	GSM238952.CEL.gz	GSM238953.CEL.gz	GSM238955.CEL.gz	GSM238963.CEL.gz
CD1C	5.552496	5.164335	5.369357	5.11157	5.28964	5.675895	4.870444	5.367973	5.075587	5.581026	5.265241	5.542588	5.409422	4.784043	4.800772	5.475625	5.467608	5.24647	4.84517	5.753981	5.350083	4.785834	5.262198	4.709896	5.590246	5.306956	5.330042	4.848103	5.28211	5.256506	5.745512	5.31443	4.75713	5.447796	5.183681	4.896252	5.402105	5.687416	5.274969	5.504104	4.80493	5.163015	5.081857	5.466637	5.135619	5.106066	5.245418	5.049545	5.503008	5.869641	5.207544	5.395673	5.527771	4.956524	4.985676	4.990174	5.323184	5.631036	5.627117	5.084614	5.390289	5.286232	5.496773	5.403645	4.865006	5.176809	4.716995	5.29105	5.395066	4.848417	5.185435	5.271521	5.386786	4.908959	5.283203	5.449477	4.999793	5.314441	4.951594	5.523584	5.454498	5.558144	5.049292	5.603727	5.271339	5.221819	5.41715	5.256221	5.009166	5.052626	5.775352	4.966089	5.61577	5.420606	5.291162	5.411186	5.799943	5.431573	5.972602	5.26421	5.099429	5.261425	5.143927	5.627712	5.424202	5.291883	5.541943	5.637958	5.260286	5.202702	5.507599	5.102396	4.835794	5.268158	5.478511	5.291045	4.753084	4.746538	5.424356	5.54454	5.423446	5.332399	4.853415	5.254946	5.139224	5.291077	5.174437	5.897157	5.77113	5.405168	5.32511	5.216837	5.484923	4.994645	5.266575	5.309604	5.514449	5.426451	4.831594	5.248049	5.284813	5.298967	5.067046	5.26668	5.36548	5.070001	5.148221	5.263079	5.36922	5.239028	5.333834	5.157587	5.175348	5.002107	5.037491	5.08938	5.134221	5.295912	4.931423	5.07755	5.243971	5.251543	5.129269	5.223497	5.063527	5.480272	5.203974	5.015212	5.398866	5.245042	5.127339	4.911271	5.350709	5.143005	5.272616	5.563637	5.158355
CD1E	3.6229965	3.6552205	3.7685985	3.702723	3.835341	3.876853	3.712015	3.7941305	3.7384685	3.969547	3.923451	3.709319	3.906884	3.814306	4.1119665	4.0223635	3.6463525	3.479887	3.6943355	3.7705035	3.882347	3.6466605	4.264729	3.7313875	4.0086095	3.753446	3.821919	4.189309	3.9683595	3.77806	3.9247445	3.5490585	4.026333	3.850626	3.7744875	3.8257625	3.906593	3.9197475	3.9971665	3.618623	3.9777425	3.6983005	3.874651	3.86039	3.584685	3.7474965	3.7557915	3.8179875	3.9630115	3.9560225	3.6907735	3.834755	3.699832	3.706387	3.6315585	3.8655345	3.767896	3.7420655	3.883815	3.7394065	3.8015565	3.890992	3.896457	3.666945	4.0926365	4.1245575	3.6750845	3.940588	3.7373295	3.660608	3.8137955	3.830917	4.054009	4.019881	3.8446725	3.7256545	3.634042	4.036243	3.816686	3.6897305	4.121012	3.7879585	3.731045	3.5127115	3.740447	3.7778805	4.27242	3.794311	3.905247	3.7539575	3.955753	4.043731	3.7384895	3.83026	3.871204	3.779935	3.708384	3.7452585	3.734809	3.808635	3.5598825	3.6764965	3.6614055	3.9346195	3.8251855	3.886578	3.8392945	4.052124	3.7358145	3.791455	3.695285	3.8570795	3.725487	3.82858	3.756634	3.8860785	3.514712	3.620498	3.796827	3.657585	3.6178125	3.765386	3.824691	4.0852755	3.736297	3.725487	3.758481	4.2058655	3.996585	3.8289815	3.9192515	3.822899	4.3186455	3.9644055	3.7381905	3.769449	3.7015735	3.7487045	3.762706	3.687004	3.5933725	3.6227125	3.619737	3.5519925	4.2211615	3.748423	3.706485	4.274411	3.694249	3.83078	3.738632	3.853071	3.6588955	3.8812715	3.838247	3.645847	3.6537405	3.850899	3.838172	3.63701	3.9477095	3.868017	3.648791	3.8905085	3.707695	3.9094795	3.6951705	3.6521165	3.916844	4.077782	3.6188115	3.721538	3.7429365	3.584288	3.8484975	3.840653	3.8722035
CD24	7.527171	7.10787216666667	5.71291033333333	6.49079316666667	5.60934316666667	6.53856033333333	8.57231583333333	7.08014733333333	8.35886133333333	6.21949333333333	6.18605916666667	6.052814	7.76358	7.4837085	5.8078445	8.4809405	7.90111616666667	7.59561166666667	7.428241	6.96541316666667	9.53323	8.30315916666667	8.59463366666667	8.17923133333333	6.43244266666667	7.21358166666667	6.72280533333333	4.97563983333333	8.48046916666667	7.821602	7.8732715	8.41517483333333	5.56677383333333	8.7882095	7.92682733333333	5.16245583333333	4.49126666666667	5.36269716666667	5.21970733333333	5.47980783333333	5.37476183333333	4.70151566666667	4.57195283333333	4.9330165	5.33211483333333	4.96622316666667	5.91323783333333	4.35741916666667	4.70659616666667	5.17777733333333	5.4549285	5.45031633333333	5.23983716666667	5.318836	5.1389085	5.53543833333333	5.51745233333333	5.707011	5.49918483333333	5.456551	4.81208183333333	6.46129016666667	5.09137683333333	5.50557966666667	4.5981525	4.73586	5.01267083333333	5.1263595	5.348311	7.0163515	5.886138	5.10408	5.09728416666667	5.32293583333333	5.14886633333333	5.73756083333333	5.18204133333333	5.57814833333333	5.88011066666667	5.35885066666667	5.75206116666667	6.24062083333333	5.98031183333333	5.51319766666667	5.96840333333333	7.98584133333333	5.56138616666667	7.69200833333333	5.64009133333333	5.53232883333333	5.1992655	5.69596216666667	5.3799445	5.87496966666667	5.09940816666667	5.0551765	5.60280183333333	5.68730566666667	5.8796365	6.08092916666667	9.64573016666667	8.81526733333333	8.8679145	9.08056016666667	5.8736815	9.54494716666667	9.26144083333333	9.17824916666667	9.25756983333333	8.34623366666667	6.265645	5.51692916666667	5.73962916666667	6.0650085	6.173944	5.53098066666667	5.29329816666667	5.537805	6.62234916666667	5.52361633333333	4.9904335	7.02588816666667	6.08693883333333	5.14484533333333	5.2669735	5.15790716666667	5.42908033333333	6.22799483333333	6.457238	7.27867133333333	5.1534435	5.83743633333333	6.16088516666667	6.28181916666667	5.98177516666667	5.68296716666667	5.788743	5.96677933333333	6.20257116666667	6.0131525	6.31339483333333	5.0063435	5.369469	6.59012916666667	4.9498085	4.95033966666667	5.7272795	6.26663533333333	5.016235	5.17426766666667	5.98137283333333	5.6879155	5.31399466666667	7.907796	4.9843775	6.209133	5.834088	6.3590265	5.52692083333333	5.93932533333333	5.35596416666667	5.52204766666667	5.59245516666667	4.71081683333333	5.02171783333333	5.157533	5.331905	4.97731566666667	5.38445883333333	5.31618083333333	5.76441833333333	4.13882316666667	5.55896116666667	5.77619116666667	5.39823933333333	4.76278366666667	5.19288716666667
CD27	4.54101	4.417583	4.944308	4.519098	4.730012	4.691228	4.743048	4.874006	4.419259	4.785839	4.86045	5.035047	4.568932	4.578347	4.57325	5.011033	4.68067	4.772657	4.722775	5.114734	4.908384	4.647749	4.682594	4.542685	4.959398	4.765909	4.764073	4.519038	4.780678	4.816392	4.961309	4.423839	4.713164	5.03907	4.732031	4.653367	4.7732	5.119474	5.211945	4.673299	4.394724	4.295924	4.757295	5.019813	4.3936	4.593781	4.594432	4.731407	4.514176	4.836814	4.714275	4.87062	4.463201	4.545911	4.526591	4.391417	4.8047	4.413201	4.832347	4.582648	4.649605	4.671477	4.541794	4.547615	4.45007	4.702127	4.317158	4.643744	4.572876	4.360138	4.532905	4.969926	5.061143	4.76612	4.596258	4.474221	4.474559	4.839256	4.527265	5.130004	4.922529	5.137902	4.590558	4.799722	4.415222	4.797735	4.805684	4.74509	4.421073	4.466956	4.854333	4.489243	4.996241	4.794063	4.877001	4.968372	4.776889	4.838169	4.763338	4.939967	4.544699	4.552242	4.659536	4.626358	4.616891	5.0362	4.687982	4.701033	4.900136	4.651615	4.563454	4.692129	4.457613	4.6787	4.895224	4.711011	4.41641	4.357545	4.649304	4.783896	4.889344	4.593067	4.600435	4.925227	4.843608	5.021518	4.33029	5.122275	5.150629	4.48468	5.051671	5.313388	4.607288	4.614915	4.570548	4.717943	4.883261	4.776452	4.597157	4.657771	4.568034	4.59181	4.680302	4.812119	4.957807	4.630248	4.684489	4.904165	4.820702	4.62891	4.706218	4.333568	4.709004	4.588653	4.606022	4.616202	4.595171	4.719701	4.359191	4.553615	4.834669	4.554434	4.395834	4.765061	4.954612	4.986114	5.212164	4.841133	4.674829	4.743488	5.13791	4.742103	4.530609	4.836947	4.353638	4.736288	4.568034
CD274	4.7263185	4.9649055	5.0763695	4.751916	4.8183015	4.92393	5.633952	4.6305615	5.260362	5.1400035	4.6151265	5.1493895	5.459301	5.372409	5.178964	5.1247355	4.5773325	4.936316	4.984069	5.0007805	4.330965	4.242162	5.4568315	4.818734	4.787391	5.0132565	5.4518745	4.9379355	4.8212555	5.153616	5.157639	5.541409	5.1160045	4.781204	5.030657	5.10585	5.321196	5.495301	5.9375375	4.76118	5.862663	5.228357	5.664489	5.233528	4.897124	5.4871075	5.4482735	5.7252545	6.0613805	5.457821	5.65407	5.35262	5.849226	5.360914	5.91011	5.605125	5.6856815	5.61726	5.431079	4.6538435	5.0927305	5.1281525	5.4598985	5.107589	5.548634	5.4953025	5.5854445	4.9523775	5.435819	4.5362905	5.2016795	5.3816165	5.760279	5.311617	4.7470655	5.0353505	5.042624	4.906418	5.3139135	5.6293215	4.785578	5.2282435	4.8012865	4.7645805	5.7549455	5.416637	5.138024	5.789329	5.6034975	5.0687765	4.953456	4.9973205	5.0390655	4.9827395	5.171316	5.0035495	5.2255245	4.9459375	4.915732	4.902747	4.578005	4.6649155	4.789779	4.5753015	4.925776	4.8964415	5.12781	4.718196	4.8094475	4.828136	4.7359565	5.408909	6.2415435	4.884722	4.658242	4.87338	4.5810745	4.6451165	4.768519	4.7097415	5.0951515	4.7525235	4.5956675	4.5941755	4.53098	4.8344895	4.5027195	4.600042	5.615842	5.163738	4.5668415	5.004096	4.789353	4.7357385	5.213404	4.666461	4.9528535	4.701085	5.813847	5.890255	4.764381	4.7223675	4.69607	4.852622	4.91169	4.6220185	5.567158	5.3775575	4.458561	4.9089375	4.90166	5.591464	5.2432625	7.295046	5.060733	4.9964165	5.059243	4.717083	5.2109725	5.0546315	4.7203725	5.731809	5.3905045	4.7274265	5.315838	4.633193	4.5923635	4.9465465	4.9053565	4.53189	4.8476175	4.5004955	5.7920295	4.7753905	5.4091465	4.629793	4.7705465
CD33	5.37769	4.856758	5.758924	5.4125	5.273474	5.223744	5.679436	4.905849	5.473531	5.080572	5.100408	5.656242	5.746331	5.0369	4.692897	5.38215	6.015421	5.309695	5.39966	5.0879	5.679298	5.466076	5.488465	5.38813	5.352597	5.660184	5.168878	4.977925	5.190415	5.112469	5.784384	5.78052	5.125074	5.729566	5.27893	5.606074	5.1927	4.95236	5.42267	4.872914	4.75484	4.259473	4.673581	5.125251	4.577188	4.936624	4.616915	4.887037	5.723113	5.287685	4.735514	5.050791	5.078683	4.773287	4.961845	4.494573	5.156419	4.964677	5.312734	5.191431	5.237235	4.650877	5.241907	4.948872	5.194546	5.150478	4.794668	5.11959	5.010814	4.838887	5.181972	5.314936	5.522577	5.23484	4.728515	4.787912	4.689206	5.437607	5.269653	5.268904	5.085999	5.5986	4.887572	5.247861	4.531228	5.10873	5.986802	5.568152	5.171771	4.948092	6.239107	4.821977	5.761794	5.687665	5.86105	6.142424	5.993503	6.388775	5.622197	5.991836	4.833932	4.912761	5.05294	5.180054	5.431749	5.438592	5.462859	5.277435	5.116592	5.504106	4.610134	5.551702	4.696411	5.06739	4.906192	4.749401	4.969921	4.83592	5.065172	4.8284	4.965324	4.927282	5.059515	5.517507	5.252664	5.092072	4.926338	5.479158	5.275009	5.05294	5.96045	5.336924	5.237287	5.033305	5.015009	4.642291	4.974619	5.290195	5.039884	5.164874	4.816329	4.735856	5.085035	5.010545	4.955518	4.938727	4.943238	5.367298	4.990684	5.016277	4.914476	4.869612	5.126752	5.258719	4.767774	5.097876	4.779545	4.875022	4.877796	5.182969	4.799994	4.759507	4.698238	5.970034	4.722278	5.58081	5.65805	5.084532	5.231047	5.333857	4.892878	5.23985	4.869715	4.610002	4.942165	5.019016	5.323768
CD34	5.997881	5.716311	6.415743	5.946752	6.615266	7.40093	6.062979	5.59661	6.675397	5.676971	6.604415	6.3849	6.077225	5.800597	6.359786	5.938739	6.481745	6.59487	6.422499	5.844897	5.444823	6.527612	6.509979	5.902359	5.805543	6.661007	6.339745	6.98788	6.129051	5.930549	6.63602	6.280731	6.724631	5.771763	5.652916	7.112803	6.24618	5.657243	6.268873	6.032015	5.810186	6.925762	6.536843	6.621335	7.140202	6.319752	5.795766	6.656542	6.744046	6.387978	6.326934	6.386125	6.007113	6.194195	6.416382	6.034236	6.55971	6.078029	5.992903	7.593108	6.132511	5.737907	6.119864	6.246865	7.461063	5.805847	6.198661	6.289632	6.601506	6.294878	5.683771	6.999279	7.507442	5.836957	5.344794	6.318506	5.987991	5.804516	6.243897	6.100815	6.483324	6.465418	5.956682	6.58239	6.257438	6.274227	6.440726	6.239631	6.223512	6.279061	6.750309	5.614174	6.830675	6.256548	6.670302	6.62843	6.161748	6.811356	6.910431	6.599144	5.757392	6.439457	6.03026	6.433943	6.974468	6.114452	6.141125	6.462762	6.351544	6.642315	6.382723	5.517901	6.329103	6.098228	6.02285	6.801577	6.424005	6.053052	5.774184	6.498385	5.852991	6.468098	6.808228	7.135772	7.381587	7.754009	6.572742	5.970716	6.533364	6.156681	6.653682	5.716376	6.606437	6.47999	6.025715	5.901169	6.53527	6.182906	5.961169	6.583882	6.136537	6.309999	6.760667	6.476982	6.969614	6.180996	6.107157	6.599827	6.816884	6.604152	6.338477	5.885104	6.017578	5.748782	6.243532	6.258624	6.36287	6.338903	6.307277	6.157206	6.336457	6.10559	5.791925	7.009365	5.970544	6.016832	7.142679	6.015549	6.519359	7.109966	6.326877	6.802317	5.733829	5.948517	5.924627	6.610548	8.025228
CD36	3.8193168	3.2863138	3.1545434	3.3513702	3.1750746	3.4099468	3.9574458	3.295436	3.8926982	3.1606684	3.2664146	3.3400004	4.5561164	3.6541828	3.711172	3.8813778	4.1959558	4.0442196	3.3191494	3.3453212	5.440049	4.0925636	4.536652	3.526623	3.2697508	3.53217	3.3955286	3.4210876	4.9981072	3.8918008	4.4958936	3.605139	3.445715	4.2071518	3.7482082	3.098935	3.1358782	3.366659	3.2879386	3.3188898	3.4004996	3.337398	3.2840766	3.2066996	3.2336064	3.1798898	3.304226	3.239736	3.621032	3.2784378	3.3525594	3.3166706	3.2508112	3.0734946	3.2360406	3.2469434	3.1956592	3.293974	3.2406646	3.2409166	3.247079	3.2512888	3.2835368	3.2797532	3.3178412	3.5763516	3.193166	3.3166128	3.3894516	3.1742782	3.3251598	3.3233754	3.3228424	3.3002574	3.2477912	3.3157162	3.2815524	3.320747	3.359582	3.259469	3.4467616	3.605524	3.328377	3.706488	3.0232502	3.6581174	3.7766416	3.2320114	3.719754	3.2669328	3.4029484	3.5830012	3.2441512	3.3181736	3.3239122	3.244954	3.3821192	3.2742372	3.2223436	3.2859612	3.3916906	3.5215516	3.3451056	3.6027394	3.7531832	4.2575198	5.743077	3.5922824	3.2467402	3.4310478	3.4216306	3.1592864	3.3773358	3.7354406	3.2387004	3.2982088	3.3738956	3.3617712	3.230442	3.7138306	3.0972488	3.2541434	3.4433058	3.4572742	3.2816054	3.264186	3.2238202	4.5132948	3.675864	3.4880084	3.3126802	3.7127	3.1383662	4.3515814	3.3175904	3.3372164	3.3394826	3.1664956	3.6410054	3.4017366	3.320239	3.4790836	3.2908728	3.3876112	3.81781	3.421648	3.127399	3.3746644	3.2423798	3.3300354	3.2402614	4.198274	3.4035868	3.4594416	3.2736566	3.2282864	3.3573572	3.5684498	3.3948168	3.1841944	3.6530422	3.237839	3.2472004	3.540185	3.2380566	5.3713468	3.6345404	3.3803884	3.7506058	3.8356702	3.546086	3.5604188	3.2635486	3.2327398	3.3626314	3.2725342	3.2335116
CD37	5.445682	4.660495	4.893404	5.030244	5.51179	5.356775	5.331122	4.859247	6.117201	4.774889	5.629691	5.628322	5.694118	5.323036	4.659565	5.393966	6.441947	5.314197	5.55731	4.814251	5.813898	5.992561	5.514021	5.376053	5.108822	5.808678	5.298114	4.553052	5.811273	5.227898	6.11463	6.193973	5.169766	6.045899	5.255054	5.935197	5.038908	4.039935	4.69163	4.920339	4.539291	5.074222	4.934747	4.307536	4.922634	4.665548	4.177854	5.03393	5.037596	4.604045	5.003112	4.796947	4.426643	5.339496	4.926496	4.410415	5.059299	4.786495	5.148584	5.747793	5.193122	4.312502	4.538215	4.586404	4.879314	5.361072	5.225167	4.926457	5.169756	4.899987	4.329458	4.975725	4.64458	4.912864	4.876647	5.159421	5.21245	5.487356	5.226696	5.483226	4.824329	5.16825	4.575787	4.516835	4.473766	4.284521	5.422038	4.564806	5.681882	5.178796	5.522415	4.36886	4.968054	4.688659	5.355743	4.905429	4.635608	4.931787	4.70604	4.60759	4.259374	5.089132	4.30023	4.81068	5.340092	4.639859	4.714278	4.631433	5.196782	4.618953	4.297899	5.111127	4.609123	4.52518	4.872429	4.635896	4.656045	4.461455	4.570024	4.658881	4.917158	4.583534	5.461543	4.896425	5.40685	4.887277	4.845037	4.95179	4.612744	4.460168	4.758652	4.951123	4.69407	4.638609	4.657896	4.791596	4.654473	4.975995	4.577365	4.504094	4.604143	4.309543	4.55052	4.764287	5.014972	4.587342	4.520215	4.511194	4.620122	4.813652	4.553801	4.964909	4.699636	4.44974	4.650636	4.209769	4.388817	4.688659	4.54053	4.267654	4.353867	4.433048	4.563462	5.810351	4.230739	4.675897	4.867168	4.279367	4.818268	4.966709	5.804986	5.099459	4.578263	4.4607	4.418043	5.383912	5.295314
CD38	5.861356	5.264827	5.176254	5.25458	4.976242	5.10626	5.719865	4.890431	5.550238	5.195254	5.180836	5.322473	5.148207	5.289725	4.842088	5.532646	5.393162	5.69176	4.877958	5.403977	6.024137	4.904682	5.160062	6.666273	5.050348	4.9708	5.078673	4.845802	5.234597	5.481979	5.617946	5.458958	5.25333	5.246917	5.515328	4.928249	5.130551	5.070075	4.97663	5.121208	5.036325	4.718948	4.655527	4.841981	4.700966	5.521056	4.896195	4.785093	4.808172	5.143328	5.221675	4.634705	5.266425	4.653965	4.675871	5.047429	4.675745	5.002438	5.085653	4.947202	5.286627	4.896805	5.037413	4.866384	4.544737	4.617833	4.884385	4.992285	4.88925	5.682451	5.048982	4.602915	4.772078	4.406211	5.92602	4.787312	5.197311	4.831458	4.681513	4.962954	5.134729	5.930336	4.9102	5.280839	4.908857	4.939607	5.681097	5.086165	4.700236	4.995679	5.259981	4.770566	5.449403	5.37665	5.408682	5.111958	5.057762	5.501381	5.292723	5.328966	4.618653	5.304617	5.231526	5.598979	5.745488	4.957228	5.649352	5.356263	5.235719	5.113599	5.500159	5.672617	4.900155	6.360785	5.02895	4.778359	4.679597	4.810555	5.084014	5.76188	5.668483	5.194501	5.346607	5.124275	4.812091	5.507277	5.234677	5.808615	5.306533	5.090708	5.299376	5.344721	5.586007	5.275473	5.413419	5.424279	5.433835	5.076802	5.114725	4.925197	4.906138	5.354749	4.9861	5.014344	5.466982	5.075413	4.772028	5.437577	5.150037	4.994564	4.943207	5.03452	4.997542	5.89906	5.030366	4.699329	5.369275	5.324304	4.86134	5.0469	5.320954	4.867471	4.961489	5.238413	5.034607	5.193799	5.299716	4.9527	5.514756	5.782422	5.108627	5.413491	4.853976	4.979456	4.829957	4.881367	5.335795
