ID	GSM1176196_1105A-08_EC_48_Affy.CEL.gz	GSM1176197_1105A-08_EC_15.CEL.gz	GSM1176198_1205A-07_EC-09_AffyHyb.CEL.gz	GSM1176199_1205A-07_EC-24_AffyHyb.CEL.gz	GSM1176200_1205A-07-EC-36_AffyHyb.CEL.gz	GSM1176201_1205A-07_EC-06_AffyHyb.CEL.gz	GSM1176202_1105A-08_EC_75_Affy.CEL.gz	GSM1176203_1105A-08_EC_11.CEL.gz	GSM1176204_1205A-07-EC-69_AffyHyb.CEL.gz	GSM1176205_1105A-08_EC_51.CEL.gz	GSM1176206_1105A-08_EC_74.CEL.gz	GSM1176207_1105A-08_EC_92_Affy.CEL.gz	GSM1176208_1205A-07_EC-19_AffyHyb.CEL.gz	GSM1176209_0606A-05_EC_05_AffyHyb.CEL.gz	GSM1176210_0606A-05_EC_90_AffyHyb.CEL.gz	GSM1176211_1105A-08_HC-20_Affy_2.CEL.gz	GSM1176212_1105A-08_HC_37.CEL.gz	GSM1176213_1205A-07_HC-48_AffyHyb.CEL.gz	GSM1176214_1205A-07-HC-16_AffyHyb.CEL.gz	GSM1176215_1105A-08_HC_15.CEL.gz	GSM1176216_1105A-08_HC_24.CEL.gz	GSM1176217_0606A-05_HC_23_AffyHyb.CEL.gz	GSM1176218_0606A-05_HC_36_AffyHyb.CEL.gz	GSM1176219_1105A-08_HC-75_Affy.CEL.gz	GSM1176220_1105A-08_HC-11_Affy.CEL.gz	GSM1176221_1105A-08_HC_33_Affy.CEL.gz	GSM1176222_1105A-08_HC-69_Affy.CEL.gz	GSM1176223_0606A-05_HC_07_AffyHyb.CEL.gz	GSM1176224_1205A-07_HC-43_AffyHyb.CEL.gz	GSM1176225_1105A-08_HC-51_Affy.CEL.gz	GSM1176226_1105A-08_HC_92_Affy.CEL.gz	GSM1176227_1205A-07_HC-19_AffyHyb.CEL.gz	GSM1176228_0606A-05_HC_05_AffyHyb.CEL.gz	GSM1176229_1205A-07-HC-90_AffyHyb.CEL.gz	GSM1176230_0606A-05_PCG_20_AffyHyb.CEL.gz	GSM1176231_1205A-07_PCG-37_AffyHyb.CEL.gz	GSM1176232_1105A-08_PCG_48_Affy.CEL.gz	GSM1176233_1105A-08_PCG_15_Affy.CEL.gz	GSM1176234_1105A-08_PCG_13_Affy.CEL.gz	GSM1176235_0606A-05_PCG_09_AffyHyb.CEL.gz	GSM1176236_0306A-02_PCG-24_AffyHyb.CEL.gz	GSM1176237_0606A-05_PCG_57_AffyHyb.CEL.gz	GSM1176238_1205A-07_PCG-23_AffyHyb.CEL.gz	GSM1176239_1105A-08_PCG_36.CEL.gz	GSM1176240_1205A-07_PCG-06_AffyHyb.CEL.gz	GSM1176241_1205A-07_PCG-75_AffyHyb.CEL.gz	GSM1176242_1105A-08_PCG_11_Affy.CEL.gz	GSM1176243_1205A-07_PCG-70_AffyHyb.CEL.gz	GSM1176244_1205A-07_PCG-64_AffyHyb.CEL.gz	GSM1176245_1105A-08_PCG_33_Affy.CEL.gz	GSM1176246_1205A-07_PCG-69_AffyHyb.CEL.gz	GSM1176247_1205A-07_PCG-07_AffyHyb.CEL.gz	GSM1176248_1105A-08_PCG_51_Affy.CEL.gz	GSM1176249_1205A-07_PCG-74_AffyHyb.CEL.gz	GSM1176250_1205A-07_PCG-92_AffyHyb.CEL.gz	GSM1176251_0606A-05_PCG_19_AffyHyb.CEL.gz	GSM1176252_1105A-08_PCG-44_Affy.CEL.gz	GSM1176253_0306A-02_PCG-05_AffyHyb.CEL.gz	GSM1176254_1205A-07_PCG-90_AffyHyb.CEL.gz	GSM1176255_1205A-07_SG-37_AffyHyb.CEL.gz	GSM1176256_1105A-08_SG-48_Affy.CEL.gz	GSM1176257_0306A-02_SG-15_AffyHyb.CEL.gz	GSM1176258_1005A02_SG-9_AffyHyb.CEL.gz	GSM1176259_0306A-02_SG-24_AffyHyb.CEL.gz	GSM1176260_0606A-05_SG_57_AffyHyb.CEL.gz	GSM1176261_0606A-05_SG_91_AffyHyb.CEL.gz	GSM1176262_1205A-07_SG-23_AffyHyb.CEL.gz	GSM1176263_1005A02_SG-36_AffyHyb.CEL.gz	GSM1176264_1005A02_SG-6_AffyHyb.CEL.gz	GSM1176265_1105A02_SG-75_AffyHyb.CEL.gz	GSM1176266_1105A02_SG-11_AffyHyb.CEL.gz	GSM1176267_1105A02_SG-70_AffyHyb.CEL.gz	GSM1176268_1205A-07_SG-64_AffyHyb.CEL.gz	GSM1176269_1005A02_SG-33_AffyHyb.CEL.gz	GSM1176270_1105A-08_SG-51_Affy.CEL.gz	GSM1176271_1105A02_SG-74_AffyHyb.CEL.gz	GSM1176272_0306A-02_SG-92_AffyHyb.CEL.gz	GSM1176273_1105A02_SG-44_AffyHyb.CEL.gz	GSM1176274_0806A-04_SG_05_03_Affy.CEL.gz	GSM1176275_1105A02_SG-90_AffyHyb.CEL.gz	GSM107523.cel.gz	GSM107525.cel.gz	GSM107527.cel.gz	GSM107529.cel.gz	GSM107531.cel.gz	GSM107533.cel.gz	GSM107535.cel.gz	GSM107537.cel.gz	GSM107539.cel.gz	GSM107541.cel.gz	GSM238763.CEL.gz	GSM238790.CEL.gz	GSM238791.CEL.gz	GSM238792.CEL.gz	GSM238793.CEL.gz	GSM238794.CEL.gz	GSM238795.CEL.gz	GSM238796.CEL.gz	GSM238797.CEL.gz	GSM238798.CEL.gz	GSM238799.CEL.gz	GSM238800.CEL.gz	GSM238801.CEL.gz	GSM238802.CEL.gz	GSM238803.CEL.gz	GSM238804.CEL.gz	GSM238805.CEL.gz	GSM238806.CEL.gz	GSM238807.CEL.gz	GSM238808.CEL.gz	GSM238809.CEL.gz	GSM238810.CEL.gz	GSM238811.CEL.gz	GSM238812.CEL.gz	GSM238813.CEL.gz	GSM238815.CEL.gz	GSM238816.CEL.gz	GSM238817.CEL.gz	GSM238818.CEL.gz	GSM238819.CEL.gz	GSM238820.CEL.gz	GSM238821.CEL.gz	GSM238822.CEL.gz	GSM238823.CEL.gz	GSM238824.CEL.gz	GSM238825.CEL.gz	GSM238826.CEL.gz	GSM238827.CEL.gz	GSM238834.CEL.gz	GSM238835.CEL.gz	GSM238837.CEL.gz	GSM238838.CEL.gz	GSM238839.CEL.gz	GSM238840.CEL.gz	GSM238841.CEL.gz	GSM238842.CEL.gz	GSM238843.CEL.gz	GSM238844.CEL.gz	GSM238845.CEL.gz	GSM238846.CEL.gz	GSM238847.CEL.gz	GSM238848.CEL.gz	GSM238851.CEL.gz	GSM238854.CEL.gz	GSM238855.CEL.gz	GSM238856.CEL.gz	GSM238857.CEL.gz	GSM238858.CEL.gz	GSM238860.CEL.gz	GSM238861.CEL.gz	GSM238862.CEL.gz	GSM238863.CEL.gz	GSM238864.CEL.gz	GSM238865.CEL.gz	GSM238867.CEL.gz	GSM238868.CEL.gz	GSM238870.CEL.gz	GSM238871.CEL.gz	GSM238872.CEL.gz	GSM238873.CEL.gz	GSM238874.CEL.gz	GSM238875.CEL.gz	GSM238877.CEL.gz	GSM238941.CEL.gz	GSM238942.CEL.gz	GSM238943.CEL.gz	GSM238944.CEL.gz	GSM238945.CEL.gz	GSM238946.CEL.gz	GSM238947.CEL.gz	GSM238948.CEL.gz	GSM238949.CEL.gz	GSM238951.CEL.gz	GSM238952.CEL.gz	GSM238953.CEL.gz	GSM238955.CEL.gz	GSM238963.CEL.gz
AGTR1	3.626773	3.652899	4.3457225	3.7749485	3.7685885	4.238401	3.622477	3.7433715	3.6774795	3.759214	3.893184	3.808656	3.6284485	3.476549	3.568042	3.8206165	3.980984	3.750065	3.839577	3.973032	3.8709305	3.5091685	3.802741	3.5929225	3.965214	3.804832	3.775122	3.4388055	3.693248	3.764557	3.769779	3.837646	3.508177	3.7167075	3.986595	3.7433345	3.697729	3.7135395	3.809898	3.414403	3.6137475	3.6780055	3.765207	3.7381825	3.559489	3.54507	3.68874	3.7133435	3.870756	3.778168	3.4914375	3.633095	3.8011105	3.645004	3.4011745	3.3577935	3.444913	3.610388	3.625888	3.8521115	3.627125	3.493028	3.6570345	3.700499	3.576197	3.678492	3.533393	3.645295	4.0066025	3.353001	3.596513	3.8079535	3.635325	3.5970235	3.689671	3.622654	3.2022565	3.4105585	4.015027	3.667766	4.1352645	4.181887	3.5398685	3.753611	3.335353	3.70985	3.8855365	3.798755	3.6296315	3.6677425	3.967351	3.6296455	4.162755	3.6868885	3.694747	3.9139145	3.9017425	3.935073	3.689362	3.88641	3.725688	3.7148485	3.5863875	3.6351	3.932208	3.809565	3.7532125	3.8327655	3.6500645	3.62563	3.903661	3.582166	3.9234465	3.59799	3.6856685	3.5248715	3.486946	3.827242	3.67526	3.730124	3.6691545	3.636541	3.7255625	4.004275	3.9786425	3.672893	3.75247	4.131022	3.889796	3.747575	4.532574	3.6852465	3.840087	3.493088	3.7419815	3.5586215	3.62481	3.785497	3.5098415	3.7830815	3.5860155	3.7861175	3.6399445	3.701855	3.774695	3.899756	3.7259315	4.0526725	3.870784	3.6222945	3.6838485	3.3955785	3.6025355	3.5349905	3.5564155	3.5620325	3.483463	3.357388	3.6082885	3.4915715	3.6188435	3.254881	3.431584	4.0603215	3.4819235	3.6102445	4.1617365	3.7094775	3.6043565	3.918483	3.815496	3.42503	3.383977	3.516257	3.4547055	3.704712	3.7242755
ALDH2	10.400352	10.806548	10.730311	10.810886	10.298797	11.032015	10.980501	10.572605	10.664141	10.179593	10.973979	10.630038	10.14073	11.019088	11.234838	10.330907	10.74351	11.094189	10.177324	10.776004	10.315329	10.288829	10.314517	10.755601	10.127296	9.729808	10.713766	11.809437	9.813034	10.655321	10.685501	9.971804	11.273412	10.221346	10.603292	11.014679	10.26403	9.804589	9.498861	9.877502	10.344248	9.779142	10.09234	10.231255	10.34929	10.59738	10.507683	9.591497	9.768089	9.624984	10.29215	9.680303	9.814222	9.960554	9.790126	10.16645	10.048676	10.45908	9.344501	10.766044	10.967945	10.662164	10.710354	10.420148	9.446995	11.42064	11.264636	10.526206	10.438298	11.017187	10.469151	10.466995	10.507866	10.115891	9.80476	10.438855	10.117491	10.742733	10.49136	9.785844	9.652696	9.712923	10.398443	9.850802	10.826411	10.611412	9.640689	11.168306	10.491872	10.407858	9.165296	11.150238	9.421781	10.242995	9.818932	9.515788	9.726884	9.97289	9.956939	10.70536	10.093742	10.396501	10.691623	9.326358	9.758686	9.468135	9.373716	9.608504	9.694898	10.180622	11.503176	11.492928	11.43247	11.315558	10.069585	11.701287	10.845881	10.866332	10.274821	10.561381	11.383204	11.470526	11.037004	10.929638	10.954552	11.2282	10.949852	9.287071	9.875541	9.330431	10.364552	9.861538	9.148895	9.585307	9.954194	9.918597	10.694191	10.476648	10.395541	10.243744	11.124551	10.899778	11.530616	10.55214	10.169756	11.095669	10.558343	9.932097	10.637258	10.457881	10.971283	9.993428	10.692866	10.317644	11.031257	9.75173	10.582707	10.87196	11.0717	11.160368	11.06479	10.850138	10.093661	10.614701	10.565716	9.93839	9.945017	10.288868	9.629128	10.655519	9.718918	10.939914	10.302965	10.189574	10.651344	10.284142	10.932953
ALDH3A1	5.107208	4.973607	5.211097	4.747932	5.25104	5.091504	5.678429	5.28631	5.174754	5.182311	5.434903	5.620698	5.6989	5.644999	5.950102	5.773869	5.19952	5.011621	5.444071	5.404688	5.871426	5.262989	6.45021	4.967442	5.423273	5.068706	5.285812	5.540414	5.05624	5.327179	5.492474	5.594753	5.580804	5.213265	5.480877	5.264803	5.248973	5.335111	5.738148	5.287652	5.532489	5.287394	5.542729	5.17049	4.710651	5.212825	5.061576	4.984804	5.645397	5.213581	5.001272	5.282083	4.850046	4.891276	4.967319	5.333055	4.842434	5.303098	5.247802	5.29342	5.069735	5.447829	5.253416	5.226275	5.862489	6.250949	5.166024	5.528082	5.431611	4.982583	5.142221	5.163616	5.855384	5.380892	5.214548	5.271177	5.095417	5.221422	5.044275	5.2189	5.539512	5.513979	5.431707	5.517493	4.714161	4.794046	5.705113	4.955442	5.381118	5.735295	5.328548	5.039094	5.295262	5.032537	5.185515	5.472194	5.136097	5.337597	5.237514	5.215483	4.801586	5.069763	4.954219	5.388987	5.680085	5.256027	5.415443	5.672211	5.423861	5.316447	5.134074	5.219611	5.277963	5.206441	5.660836	5.209694	5.218241	5.212397	5.390428	5.159282	5.539163	5.052408	5.80382	5.979094	6.052233	5.741554	5.698179	5.542955	5.850614	5.524983	6.23873	6.134252	5.829293	5.407523	5.712123	5.527411	5.405346	5.368642	5.060294	5.040271	4.953683	5.197636	5.061586	5.326546	6.245067	5.14994	5.209694	5.737384	5.649246	5.292614	5.403448	5.407384	5.224451	4.978127	5.260002	5.020753	5.271225	5.198	5.348271	5.109458	5.397176	4.897487	5.118329	6.050053	5.123171	6.270657	5.668253	5.56886	5.215017	5.656248	5.836242	5.162867	4.758708	5.071336	4.76971	5.624438	5.914056
ALDH3B1	6.43035966666667	6.14912666666667	6.29512466666667	6.129547	6.08193566666667	6.14322766666667	6.093603	6.212095	6.20635433333333	6.15096833333333	6.18239066666667	6.51852033333333	6.29638333333333	6.152353	6.43588666666667	6.326738	6.45648666666667	5.97950866666667	6.010459	6.13125866666667	6.31114566666667	6.167424	6.75977366666667	6.006416	6.37992333333333	6.20408733333333	6.24618433333333	6.447737	6.05772333333333	6.227916	6.61646566666667	6.20757966666667	6.58993333333333	6.26810533333333	6.501584	6.13455133333333	6.26415333333333	6.21585733333333	6.56101133333333	6.34994066666667	6.05074333333333	6.35078966666667	6.09133233333333	5.96333966666667	5.89419566666667	6.14453866666667	5.719266	5.99101366666667	6.65510566666667	6.17222933333333	6.10374466666667	6.19681066666667	6.11968033333333	5.98390433333333	6.067721	6.22949866666667	5.84090866666667	6.05444933333333	6.00900233333333	6.36752966666667	6.19567633333333	6.05827266666667	6.40748466666667	5.77875266666667	6.34118566666667	6.589228	6.17015033333333	6.24100866666667	6.26758033333333	6.19919266666667	6.16801566666667	6.36398133333333	6.650102	6.325602	6.29272966666667	6.245729	5.87224633333333	6.47036766666667	5.889141	6.41963066666667	6.590033	6.70738866666667	6.26434533333333	6.85802233333333	6.02758666666667	5.93405233333333	6.41309766666667	5.948995	6.132062	6.21624966666667	6.45423833333333	5.943599	6.61823933333333	6.074332	6.52081	6.68123566666667	6.387322	6.87490433333333	6.671694	6.44776233333333	5.78104066666667	6.23982166666667	5.75909566666667	6.06166233333333	6.63616533333333	6.45785333333333	6.134761	6.46052366666667	6.43294333333333	6.02102133333333	5.97663333333333	6.61767333333333	5.82456666666667	6.14637566666667	6.58189466666667	6.30509966666667	5.71296666666667	6.04403433333333	6.088146	6.59918866666667	6.35068566666667	6.07344066666667	6.37342966666667	6.55721333333333	6.61503966666667	6.70037	6.33688866666667	6.455693	6.61256666666667	6.14973133333333	6.62838833333333	6.283789	6.74912066666667	5.929191	6.08894066666667	6.30444133333333	6.269683	6.43149633333333	6.06253566666667	6.500661	6.12744066666667	6.17867766666667	6.58798466666667	5.88509666666667	6.66644533333333	6.257504	6.039812	6.70389933333333	6.635369	6.23149233333333	6.326435	6.38953166666667	6.21714166666667	6.15355066666667	6.392684	6.150425	6.130553	6.34956266666667	6.23408	6.43926133333333	6.439341	5.76441366666667	6.22445	7.21484533333333	6.06009833333333	6.99922866666667	6.87170566666667	6.17282066666667	6.54815066666667	6.92230433333333	6.68130333333333	6.73891533333333	6.005528	6.16030033333333	5.92716433333333	6.53203233333333	6.556685
ALDH3B2	3.2047205	3.3246295	3.5135015	3.569915	3.358804	3.5380905	3.417443	3.454279	3.1508475	3.178069	3.255952	3.5101675	3.472279	3.373759	3.431004	3.8763355	3.294749	3.2500345	3.159892	3.429874	3.364044	3.313715	3.4864	3.311387	3.4879675	3.422041	3.4327575	3.361779	3.5125145	3.400963	3.350401	3.2384155	3.2258125	3.4412985	3.3380335	3.2187505	3.442435	3.356673	3.4468105	3.3582495	3.4539385	3.495224	3.325877	3.295888	3.032288	3.3328565	3.3296015	3.574935	3.7532685	3.29348	3.5288975	3.5589345	3.457343	3.301792	3.300285	3.391235	3.3501015	3.3351375	3.2475215	3.310309	3.4311575	3.567085	3.487425	3.3394875	3.5100515	3.96166	3.3609105	3.3690085	3.367035	3.232032	3.537977	3.509794	3.726695	3.3690685	3.3184295	3.324764	3.2869865	3.2540885	3.6969345	3.3979665	3.476056	3.787285	3.522536	3.865996	3.091427	3.1691795	3.287786	3.2088105	3.3304035	3.4389335	3.7722175	3.158435	3.5636805	3.370284	3.4143755	3.6566185	3.506662	3.5793585	3.5452305	3.4189445	3.0999595	3.3432985	3.328537	3.448376	3.391333	3.150004	3.4002615	3.355017	3.254313	3.559297	3.432623	3.30745	3.1770895	3.5733195	3.2759235	3.149405	3.03571	3.153667	3.3650465	3.305343	3.2324975	3.279307	3.508221	3.819264	3.5090485	3.3538765	3.3415575	3.3175585	3.3276355	3.27269	3.5322445	3.3213905	3.3664725	3.3247835	3.4634755	3.184083	3.1659465	3.5041665	3.4974135	3.319827	3.229928	3.531294	3.4342095	3.269959	3.2013885	3.3008305	3.3571275	3.355287	3.203091	3.505178	3.355304	3.315051	3.3531685	3.07991	3.2433775	3.239089	3.2535895	3.1448655	3.3466285	3.313613	3.2253855	3.348081	3.301331	4.1437095	3.3176145	3.808288	3.644493	3.2411155	3.4173695	3.5898985	3.3631375	3.7572675	3.0822775	3.202337	3.3436565	3.415766	4.1034545
ANAPC11	7.387135	7.657927	7.4776045	7.335919	7.624963	7.500691	7.150796	7.0737825	7.5188245	7.560662	7.2955895	7.4638885	7.6442545	7.860962	7.7637205	7.699505	7.6330075	7.9165325	7.7310095	7.793694	7.324791	7.7293425	7.3513295	7.671735	7.2456965	7.765275	8.019499	8.077294	7.749066	7.628126	7.3677845	7.303641	7.197108	7.6353005	8.0059975	7.496678	7.3730315	7.466396	7.3035555	8.015023	7.661144	7.5565975	7.0854465	7.9002075	7.556021	7.500859	7.67342	7.4370995	7.710703	7.676132	7.9509815	7.703976	7.5428835	7.3978975	7.3579675	7.614869	7.521726	7.7909955	7.787416	7.4235735	7.5683995	7.9554175	7.831202	7.549758	7.811176	8.2161275	7.576017	8.32437	7.9900145	7.9060345	7.3477025	7.435116	7.725345	8.3417515	8.013693	7.204907	7.614309	7.495665	8.0314935	7.616366	7.2842985	7.6560425	8.230196	7.128111	7.9231345	8.0849555	7.570782	7.7121615	7.797399	8.040088	6.8200405	7.6687205	6.7181465	6.946319	6.9026825	7.079148	7.2181245	6.3451195	6.605227	7.244601	7.546832	7.362017	7.807395	6.838117	7.5076155	7.346385	7.5120425	7.2247015	7.11355	7.400224	7.6201575	7.4917355	7.598118	7.750412	7.170308	7.690319	7.938668	7.927623	7.330595	7.684773	7.7264155	7.922493	7.830922	7.631169	7.4047395	7.5102825	7.606598	6.8095595	7.369747	7.0550615	7.0412095	7.235015	7.6046055	7.298198	7.2351355	7.2537715	7.6406735	7.146954	7.540526	7.7287285	7.654663	7.5990265	7.9116455	7.537364	7.6337315	7.8866715	7.976564	7.436452	7.683083	7.852918	7.556152	7.75661	7.7500235	7.4098985	7.6583365	7.277808	7.419096	7.433251	7.89756	7.838925	7.6736825	7.951736	7.251457	7.8086815	7.996931	6.899723	7.2614775	7.787495	7.417238	7.3476025	7.327398	7.786362	7.5753475	7.604794	7.8777655	7.6147235	7.7168315
ANGPT1	5.877664	5.400792	5.31648766666667	4.98293933333333	4.86790633333333	4.58308866666667	5.77817966666667	4.467075	5.730447	4.29194033333333	4.80683166666667	4.88198566666667	5.104661	4.32831633333333	4.49531666666667	5.497892	5.787135	5.92775133333333	5.77882866666667	5.04733966666667	6.19817433333333	5.45191033333333	6.056274	5.82437866666667	4.79320866666667	5.19383566666667	4.50022733333333	4.27269	5.48915066666667	4.719156	5.52619966666667	5.63042266666667	5.02445233333333	5.15409666666667	5.75122	4.439781	4.416845	4.258155	4.36728433333333	4.54667966666667	4.20594266666667	4.519075	3.907783	3.92760333333333	3.96733166666667	4.521422	4.17444966666667	4.36747966666667	4.246937	4.27552766666667	4.12556433333333	4.296076	4.13921233333333	3.805215	4.15660733333333	3.75271166666667	3.952355	4.213174	4.131516	4.49759433333333	4.49752133333333	4.19028233333333	4.22109433333333	3.99472233333333	4.12470166666667	4.17803733333333	4.056011	3.884133	4.27095133333333	5.38363766666667	4.25626966666667	4.05954733333333	4.31589266666667	4.389961	4.69281933333333	3.91486	4.605807	4.487425	4.72006166666667	3.85602666666667	4.21894766666667	4.285482	4.59504533333333	4.05779433333333	4.50588466666667	4.715549	5.91708966666667	5.50452066666667	4.98022466666667	4.60644566666667	4.16918166666667	4.28953	5.35269333333333	6.942296	6.65618533333333	4.480048	5.179277	5.77002766666667	6.68868033333333	7.42433966666667	4.52556433333333	5.56961333333333	5.997101	4.99395633333333	4.59167133333333	5.27034766666667	4.31315933333333	4.01507666666667	4.63138233333333	5.078537	4.59831966666667	5.54524333333333	5.90781033333333	4.96416466666667	4.157185	4.18888566666667	4.33794333333333	5.459437	3.92618433333333	4.996708	4.942169	6.064151	4.43246566666667	4.31315633333333	3.86026566666667	4.78608	4.155506	4.895671	5.194507	4.86091466666667	6.17858766666667	4.356506	5.693524	4.599168	4.09390233333333	4.81244266666667	4.989233	5.290987	4.81284033333333	5.034703	4.90139933333333	7.096909	4.95789733333333	5.68027333333333	4.779982	5.3302	4.189799	4.91296366666667	4.44378	4.43828133333333	4.527689	3.727735	4.504648	4.493521	4.821569	5.20399666666667	5.05337333333333	5.56854266666667	4.25295533333333	4.31206833333333	4.51077133333333	3.99667033333333	4.066439	4.53017433333333	5.05626566666667	5.249542	4.53411166666667	3.495222	4.00943433333333	4.57293966666667	4.06650333333333	4.35479	4.85405666666667	4.46623966666667	4.87485633333333	4.00428766666667	3.86365233333333
AOC1	3.703281	3.608741	3.726932	3.58103	3.7231	3.844496	3.742083	3.59031	3.596749	4.115995	3.477223	3.937313	3.950604	3.607113	3.177536	4.169809	3.557756	3.565034	3.577877	3.657763	3.687565	3.966444	4.615109	3.601861	3.681428	3.887321	3.503477	3.405289	3.664556	3.795577	3.782844	3.513427	3.334577	3.569979	3.698606	3.545468	3.424626	3.66069	3.629855	3.687572	3.284677	3.79855	3.637586	3.776051	3.303817	3.417466	3.66604	3.509044	3.923281	3.497224	3.841159	3.659354	3.696228	3.783235	3.413797	4.062664	3.720444	3.723764	3.548564	3.653958	3.44114	3.346646	3.619922	3.560871	3.576387	3.604682	3.699631	4.067578	3.638465	3.700345	3.944053	3.683901	3.687732	3.525126	3.604826	3.775053	3.551733	3.402307	3.725711	3.761049	3.783539	4.099818	3.663952	3.657183	3.354971	3.575166	4.063846	3.665002	3.589447	3.659731	3.870396	3.436737	3.62622	3.546695	3.499861	3.769304	3.660722	3.666688	3.625273	3.647353	3.320607	3.967472	3.540227	3.640908	3.642498	3.744254	4.026491	3.79944	3.882254	3.583603	3.548941	4.08259	3.635192	3.685726	3.749595	3.419624	3.61083	3.495223	3.596947	3.718123	3.934456	3.627792	3.541225	3.603542	3.53617	3.946026	3.697	4.004095	3.746234	3.612627	3.925532	3.59295	3.500837	3.557264	3.666991	3.562076	3.681566	3.630236	3.539826	3.546226	3.663286	3.654458	3.469917	3.614383	3.682666	3.568229	3.509598	3.756255	3.741838	3.748343	3.672118	3.461293	3.508786	3.681044	3.612572	3.470582	3.621587	3.620359	3.559838	3.448724	3.82264	3.504095	3.472308	3.646359	3.594195	3.934584	3.839533	3.421825	3.581582	3.672329	3.547249	3.688222	3.632124	3.606213	3.648549	3.757819	3.494741
AOC3	4.119585	4.523791	4.513139	4.693637	4.904458	4.530468	5.22486	4.247317	4.570672	4.674326	4.411306	4.929874	4.735161	5.231589	5.112012	4.499862	5.385111	5.23863	4.900304	4.384669	4.511558	4.965059	5.615591	4.177135	5.168373	5.077896	4.818705	5.783862	4.783689	4.590219	5.223677	5.126142	5.335446	4.389065	4.900095	4.654801	4.981486	4.745833	4.890464	5.138972	4.893755	5.653078	4.841803	5.218907	4.236351	4.540251	4.546729	5.303057	5.941648	5.825777	3.957388	5.369566	4.557141	4.290755	4.473755	5.031041	4.710663	4.336096	4.577056	5.374014	4.796864	4.913157	5.399335	4.846868	6.028633	5.475152	4.818705	5.317113	4.589993	4.622641	4.749106	5.869767	5.504196	5.640749	4.445559	5.194966	4.219229	5.066745	4.57016	4.458273	5.266073	5.383838	4.693125	5.808381	4.695197	5.006129	6.622356	4.899669	4.980385	4.973971	5.130541	4.545959	4.926624	4.963911	4.80494	5.042121	5.031887	4.828935	4.912469	4.990712	4.577256	4.749475	5.133189	5.291076	5.617187	4.975643	5.451632	5.035851	4.630077	4.933186	4.764084	4.65212	4.870685	5.073352	4.735975	4.267968	5.433602	6.946393	4.523728	7.056142	5.711129	5.061115	5.766294	5.112445	4.975175	5.803547	4.948247	5.630328	5.079043	4.89061	7.669447	5.386569	5.866275	5.41704	4.872367	5.403047	4.963866	5.068832	5.485474	5.252085	4.668868	4.549796	4.777926	6.002704	5.631036	5.399676	5.092263	5.245992	5.133912	4.71159	4.923258	4.840601	4.991036	4.633013	5.537389	5.344367	4.710952	4.956634	5.106298	5.240576	5.520245	5.475631	4.971621	5.659275	4.179163	5.124127	5.451925	4.983945	6.112499	5.67513	4.771739	5.761309	4.61515	5.230597	4.668578	7.622804	5.182109
APBB1IP	6.83165533333333	6.292237	6.63022266666667	6.40033833333333	6.50337533333333	6.56234166666667	7.56191766666667	5.73068866666667	7.396228	6.29328233333333	5.747861	6.89503766666667	7.25621766666667	6.59182266666667	6.337673	6.58463833333333	8.081922	6.702671	6.86651966666667	6.21174	6.75049566666667	7.20553266666667	5.829349	6.83604666666667	5.865387	7.1631	6.476848	5.432244	6.540441	6.686713	7.40191733333333	7.00821966666667	6.22835	7.73584533333333	6.152555	7.526289	6.647821	5.734782	6.12020166666667	6.478572	5.70233533333333	5.72477233333333	5.79567833333333	5.66841833333333	6.489541	6.28509733333333	5.18277366666667	6.32639133333333	6.60706266666667	6.012735	6.12165833333333	6.15767266666667	5.90389833333333	5.73291766666667	6.37268233333333	5.91666766666667	6.030337	6.20081633333333	6.72180166666667	7.10414433333333	6.67285633333333	5.58728333333333	6.02777066666667	5.845936	5.677666	6.33831933333333	6.01714266666667	6.16109966666667	6.31652366666667	6.82030266666667	5.57000433333333	6.33619166666667	6.763717	5.86486133333333	6.38907233333333	5.50423833333333	6.35982066666667	6.077974	6.58757966666667	6.74583666666667	6.399343	5.39808566666667	6.581867	5.59651533333333	7.22422466666667	6.98676466666667	7.24451866666667	6.902374	7.04567	6.53634133333333	6.81662333333333	5.73088766666667	6.51330233333333	6.813929	6.25333466666667	7.06782733333333	6.741966	6.83234333333333	6.47206933333333	7.01361066666667	6.01100166666667	6.154221	7.843864	6.62835533333333	6.97451766666667	6.67841266666667	6.19362766666667	6.22296433333333	7.05700266666667	6.84148333333333	6.12810466666667	6.25427433333333	5.94841733333333	7.52461133333333	6.77068933333333	5.88089333333333	6.91973766666667	6.00321866666667	6.13754533333333	5.71861566666667	6.894774	6.655016	7.00980766666667	7.55827866666667	6.585221	6.16105933333333	6.47268566666667	6.33598166666667	6.59671966666667	6.921655	6.517961	5.82726166666667	6.302507	7.48639666666667	5.594001	5.67958233333333	6.031275	5.76817433333333	6.423335	6.038503	6.48339066666667	7.807545	6.76163933333333	6.62560066666667	7.194632	6.40749733333333	5.985833	6.34570266666667	6.32595	7.07966433333333	6.676302	6.72579533333333	6.20904433333333	5.36442666666667	6.26151333333333	5.869843	6.295934	6.414289	6.851312	6.47185266666667	5.41808266666667	5.560328	6.045647	7.30062066666667	5.75161333333333	5.46517133333333	6.18469166666667	6.03779866666667	6.63337833333333	6.838907	6.542302	6.284956	5.65834833333333	5.64274533333333	5.72793866666667	6.488857	5.71206266666667
